Country,Year,Income share of the richest 1% (before tax) (World Inequality Database)
Afghanistan,2008,15.87
Afghanistan,2012,13.56
Afghanistan,2017,15.39
Afghanistan,2022,15.54
Afghanistan,2023,15.16
Africa (WID),1980,20.61
Africa (WID),1981,19.96
Africa (WID),1982,20.09
Africa (WID),1983,22.15
Africa (WID),1984,20.36
Africa (WID),1985,20.35
Africa (WID),1986,20.24
Africa (WID),1987,19.83
Africa (WID),1988,19.72
Africa (WID),1989,19.79
Africa (WID),1990,19.58
Africa (WID),1991,20.08
Africa (WID),1992,19.85
Africa (WID),1993,19.76
Africa (WID),1994,20.43
Africa (WID),1995,20.34
Africa (WID),1996,20.45
Africa (WID),1997,21.02
Africa (WID),1998,21.1
Africa (WID),1999,21.54
Africa (WID),2000,21.95
Africa (WID),2001,21.72
Africa (WID),2002,21.94
Africa (WID),2003,21.84
Africa (WID),2004,21.64
Africa (WID),2005,21.45
Africa (WID),2006,21.97
Africa (WID),2007,22.1
Africa (WID),2008,21.56
Africa (WID),2009,20.8
Africa (WID),2010,20.53
Africa (WID),2011,20.25
Africa (WID),2012,21.28
Africa (WID),2013,21.36
Africa (WID),2014,21.37
Africa (WID),2015,21.32
Africa (WID),2016,21.25
Africa (WID),2017,21.09
Africa (WID),2018,21.44
Africa (WID),2019,21.18
Africa (WID),2020,20.71
Africa (WID),2021,21.2
Africa (WID),2022,20.93
Africa (WID),2023,20.75
Albania,1996,8.09
Albania,2002,8.25
Albania,2005,8.03
Albania,2008,8.14
Albania,2012,8.58
Albania,2015,9.64
Albania,2016,9.5
Albania,2017,9.62
Albania,2018,9.5
Albania,2022,9.09
Albania,2023,9.17
Algeria,1988,15.44
Algeria,1989,15.36
Algeria,1990,16.04
Algeria,1991,15.05
Algeria,1992,15.72
Algeria,1993,15.52
Algeria,1994,14.09
Algeria,1995,15.22
Algeria,1996,15.61
Algeria,1997,15.42
Algeria,1998,15.71
Algeria,1999,15.69
Algeria,2000,15.29
Algeria,2001,15.21
Algeria,2002,18.18
Algeria,2003,17.2
Algeria,2004,15.57
Algeria,2005,15.56
Algeria,2006,15.38
Algeria,2007,14.87
Algeria,2008,15.59
Algeria,2009,16.24
Algeria,2010,16.14
Algeria,2011,15.95
Algeria,2022,23.74
Algeria,2023,22.64
Andorra,1980,9.08
Andorra,1981,9.05
Andorra,1982,9.02
Andorra,1983,9.13
Andorra,1984,9.34
Andorra,1985,9.37
Andorra,1986,9.34
Andorra,1987,9.27
Andorra,1988,9.33
Andorra,1989,9.43
Andorra,1990,9.22
Andorra,1991,9.14
Andorra,1992,9.51
Andorra,1993,9.63
Andorra,1994,10.07
Andorra,1995,9.75
Andorra,1996,10.08
Andorra,1997,10.68
Andorra,1998,10.81
Andorra,1999,10.88
Andorra,2000,11.3
Andorra,2001,10.86
Andorra,2002,10.5
Andorra,2003,10.75
Andorra,2004,11.16
Andorra,2005,11.34
Andorra,2006,12
Andorra,2007,11.98
Andorra,2008,10.78
Andorra,2009,9.88
Andorra,2010,10.93
Andorra,2011,10.88
Andorra,2012,10.25
Andorra,2013,10.4
Andorra,2014,10.85
Andorra,2015,10.66
Andorra,2016,10.77
Andorra,2017,10.78
Andorra,2018,10.83
Andorra,2019,10.49
Andorra,2020,10.58
Andorra,2021,11.4
Andorra,2022,11.5
Andorra,2023,11.5
Angola,1995,22.74
Angola,2000,22.16
Angola,2008,15.16
Angola,2018,26.09
Angola,2022,25.87
Angola,2023,25.86
Anguilla,1980,23.75
Anguilla,1981,23.64
Anguilla,1982,23.53
Anguilla,1983,23.42
Anguilla,1984,23.31
Anguilla,1985,23.19
Anguilla,1986,23.07
Anguilla,1987,22.95
Anguilla,1988,22.83
Anguilla,1989,22.71
Anguilla,1990,22.58
Anguilla,1991,22.57
Anguilla,1992,22.55
Anguilla,1993,22.54
Anguilla,1994,22.53
Anguilla,1995,22.52
Anguilla,1996,22.51
Anguilla,1997,22.5
Anguilla,1998,22.49
Anguilla,1999,22.48
Anguilla,2000,22.47
Anguilla,2001,22.31
Anguilla,2002,22.16
Anguilla,2003,22.02
Anguilla,2004,21.89
Anguilla,2005,21.76
Anguilla,2006,21.64
Anguilla,2007,21.53
Anguilla,2008,21.42
Anguilla,2009,21.31
Anguilla,2010,21.21
Anguilla,2011,21.2
Anguilla,2012,21.2
Anguilla,2013,21.2
Anguilla,2014,21.2
Anguilla,2015,21.19
Anguilla,2016,21.19
Anguilla,2017,21.19
Anguilla,2018,21.18
Anguilla,2019,21.18
Anguilla,2020,21.2
Anguilla,2021,21.2
Anguilla,2022,21.2
Anguilla,2023,21.2
Antigua and Barbuda,1980,23.75
Antigua and Barbuda,1981,23.64
Antigua and Barbuda,1982,23.53
Antigua and Barbuda,1983,23.42
Antigua and Barbuda,1984,23.31
Antigua and Barbuda,1985,23.19
Antigua and Barbuda,1986,23.07
Antigua and Barbuda,1987,22.95
Antigua and Barbuda,1988,22.83
Antigua and Barbuda,1989,22.71
Antigua and Barbuda,1990,22.58
Antigua and Barbuda,1991,22.57
Antigua and Barbuda,1992,22.55
Antigua and Barbuda,1993,22.54
Antigua and Barbuda,1994,22.53
Antigua and Barbuda,1995,22.52
Antigua and Barbuda,1996,22.51
Antigua and Barbuda,1997,22.5
Antigua and Barbuda,1998,22.49
Antigua and Barbuda,1999,22.48
Antigua and Barbuda,2000,22.47
Antigua and Barbuda,2001,22.31
Antigua and Barbuda,2002,22.16
Antigua and Barbuda,2003,22.02
Antigua and Barbuda,2004,21.89
Antigua and Barbuda,2005,21.76
Antigua and Barbuda,2006,21.64
Antigua and Barbuda,2007,21.53
Antigua and Barbuda,2008,21.42
Antigua and Barbuda,2009,21.31
Antigua and Barbuda,2010,21.21
Antigua and Barbuda,2011,21.2
Antigua and Barbuda,2012,21.2
Antigua and Barbuda,2013,21.2
Antigua and Barbuda,2014,21.2
Antigua and Barbuda,2015,21.19
Antigua and Barbuda,2016,21.19
Antigua and Barbuda,2017,21.19
Antigua and Barbuda,2018,21.18
Antigua and Barbuda,2019,21.18
Antigua and Barbuda,2020,21.2
Antigua and Barbuda,2021,21.2
Antigua and Barbuda,2022,21.2
Antigua and Barbuda,2023,21.2
Argentina,2001,14.44
Argentina,2002,15.34
Argentina,2003,15.88
Argentina,2004,13.77
Argentina,2005,11.77
Argentina,2006,10.56
Argentina,2007,14.56
Argentina,2008,14.71
Argentina,2009,12
Argentina,2010,12.01
Argentina,2011,11.64
Argentina,2012,8.55
Argentina,2013,9.99
Argentina,2014,10.2
Argentina,2015,12.13
Argentina,2016,14.07
Argentina,2017,11.82
Argentina,2018,12.18
Argentina,2022,12.36
Argentina,2023,12.36
Armenia,1996,19.42
Armenia,1999,17.6
Armenia,2002,15.59
Armenia,2003,16.7
Armenia,2004,18.96
Armenia,2005,18
Armenia,2006,13.16
Armenia,2007,12.69
Armenia,2008,12.97
Armenia,2009,12.53
Armenia,2010,15.01
Armenia,2011,13.26
Armenia,2012,13.38
Armenia,2013,14.67
Armenia,2014,14.3
Armenia,2015,15.15
Armenia,2016,18.06
Armenia,2017,17.12
Armenia,2018,17.5
Armenia,2022,14.62
Armenia,2023,15.81
Aruba,1980,23.75
Aruba,1981,23.64
Aruba,1982,23.53
Aruba,1983,23.42
Aruba,1984,23.31
Aruba,1985,23.19
Aruba,1986,23.07
Aruba,1987,22.95
Aruba,1988,22.83
Aruba,1989,22.71
Aruba,1990,22.58
Aruba,1991,22.57
Aruba,1992,22.55
Aruba,1993,22.54
Aruba,1994,22.53
Aruba,1995,22.52
Aruba,1996,22.51
Aruba,1997,22.5
Aruba,1998,22.49
Aruba,1999,22.48
Aruba,2000,22.47
Aruba,2001,22.31
Aruba,2002,22.16
Aruba,2003,22.02
Aruba,2004,21.89
Aruba,2005,21.76
Aruba,2006,21.64
Aruba,2007,21.53
Aruba,2008,21.42
Aruba,2009,21.31
Aruba,2010,21.21
Aruba,2011,21.2
Aruba,2012,21.2
Aruba,2013,21.2
Aruba,2014,21.2
Aruba,2015,21.19
Aruba,2016,21.19
Aruba,2017,21.19
Aruba,2018,21.18
Aruba,2019,21.18
Aruba,2020,21.2
Aruba,2021,21.2
Aruba,2022,21.2
Aruba,2023,21.2
Asia (WID),1980,24.54
Asia (WID),1981,23.74
Asia (WID),1982,21.2
Asia (WID),1983,21.81
Asia (WID),1984,20.19
Asia (WID),1985,20.92
Asia (WID),1986,20.97
Asia (WID),1987,21.22
Asia (WID),1988,21.88
Asia (WID),1989,21.74
Asia (WID),1990,22.4
Asia (WID),1991,23.17
Asia (WID),1992,22.75
Asia (WID),1993,21.87
Asia (WID),1994,21.95
Asia (WID),1995,22.99
Asia (WID),1996,23.03
Asia (WID),1997,22.76
Asia (WID),1998,22.12
Asia (WID),1999,22.6
Asia (WID),2000,23.4
Asia (WID),2001,23.87
Asia (WID),2002,23.98
Asia (WID),2003,23.34
Asia (WID),2004,23.76
Asia (WID),2005,24.12
Asia (WID),2006,23.7
Asia (WID),2007,23.7
Asia (WID),2008,23.42
Asia (WID),2009,22.37
Asia (WID),2010,22.06
Asia (WID),2011,22.67
Asia (WID),2012,22.01
Asia (WID),2013,21.64
Asia (WID),2014,21.2
Asia (WID),2015,21.14
Asia (WID),2016,20.63
Asia (WID),2017,20.95
Asia (WID),2018,21.68
Asia (WID),2019,20.42
Asia (WID),2020,20.88
Asia (WID),2021,20.49
Asia (WID),2022,21.63
Asia (WID),2023,21.07
Asia (excluding Middle East) (WID),1980,19.84
Asia (excluding Middle East) (WID),1981,19.31
Asia (excluding Middle East) (WID),1982,19.89
Asia (excluding Middle East) (WID),1983,19.55
Asia (excluding Middle East) (WID),1984,19.35
Asia (excluding Middle East) (WID),1985,19.85
Asia (excluding Middle East) (WID),1986,20.87
Asia (excluding Middle East) (WID),1987,21.24
Asia (excluding Middle East) (WID),1988,21.05
Asia (excluding Middle East) (WID),1989,22.43
Asia (excluding Middle East) (WID),1990,22.5
Asia (excluding Middle East) (WID),1991,21.79
Asia (excluding Middle East) (WID),1992,20.46
Asia (excluding Middle East) (WID),1993,20.1
Asia (excluding Middle East) (WID),1994,20.03
Asia (excluding Middle East) (WID),1995,20.8
Asia (excluding Middle East) (WID),1996,20.74
Asia (excluding Middle East) (WID),1997,20.42
Asia (excluding Middle East) (WID),1998,20.01
Asia (excluding Middle East) (WID),1999,20.12
Asia (excluding Middle East) (WID),2000,20.54
Asia (excluding Middle East) (WID),2001,20.93
Asia (excluding Middle East) (WID),2002,21.81
Asia (excluding Middle East) (WID),2003,21.14
Asia (excluding Middle East) (WID),2004,21.34
Asia (excluding Middle East) (WID),2005,21.37
Asia (excluding Middle East) (WID),2006,21.13
Asia (excluding Middle East) (WID),2007,21.64
Asia (excluding Middle East) (WID),2008,21.18
Asia (excluding Middle East) (WID),2009,20.79
Asia (excluding Middle East) (WID),2010,20.96
Asia (excluding Middle East) (WID),2011,20.67
Asia (excluding Middle East) (WID),2012,20.13
Asia (excluding Middle East) (WID),2013,19.48
Asia (excluding Middle East) (WID),2014,19.76
Asia (excluding Middle East) (WID),2015,19.31
Asia (excluding Middle East) (WID),2016,19.69
Asia (excluding Middle East) (WID),2017,20.21
Asia (excluding Middle East) (WID),2018,20.67
Asia (excluding Middle East) (WID),2019,19.61
Asia (excluding Middle East) (WID),2020,19.51
Asia (excluding Middle East) (WID),2021,19.38
Asia (excluding Middle East) (WID),2022,20.46
Asia (excluding Middle East) (WID),2023,20
Australia,1911,16.1
Australia,1912,15.86
Australia,1913,14.56
Australia,1914,13.67
Australia,1915,12.98
Australia,1916,11.14
Australia,1917,11.49
Australia,1918,11.65
Australia,1919,15.83
Australia,1920,12.68
Australia,1921,14.38
Australia,1922,13.2
Australia,1923,14.52
Australia,1924,14.58
Australia,1925,14.06
Australia,1926,13.74
Australia,1927,14.36
Australia,1928,14.76
Australia,1929,13.15
Australia,1930,12.14
Australia,1931,11.51
Australia,1932,11.42
Australia,1933,12.74
Australia,1934,12.79
Australia,1935,12.98
Australia,1936,13.9
Australia,1937,12.08
Australia,1938,12.75
Australia,1939,13.18
Australia,1940,12.71
Australia,1941,13.13
Australia,1942,12.68
Australia,1943,12.67
Australia,1944,10.91
Australia,1945,10.15
Australia,1946,11.41
Australia,1947,12.73
Australia,1948,12.89
Australia,1949,13.56
Australia,1950,16.93
Australia,1951,10.78
Australia,1952,10.62
Australia,1953,10.09
Australia,1954,9.54
Australia,1955,9
Australia,1956,9.54
Australia,1957,8.23
Australia,1958,8.92
Australia,1959,8.33
Australia,1960,7.98
Australia,1961,7.88
Australia,1962,8.06
Australia,1963,8.38
Australia,1964,8.05
Australia,1965,7.76
Australia,1966,7.29
Australia,1967,7.51
Australia,1968,7.29
Australia,1969,7.27
Australia,1970,6.96
Australia,1971,6.76
Australia,1972,6.86
Australia,1973,6.6
Australia,1974,5.82
Australia,1975,5.4
Australia,1976,5.21
Australia,1977,5.37
Australia,1978,5.3
Australia,1979,5.47
Australia,1980,5.48
Australia,1981,5.29
Australia,1982,5.32
Australia,1983,5.3
Australia,1984,5.64
Australia,1985,6.04
Australia,1986,6.47
Australia,1987,7.57
Australia,1988,9.26
Australia,1989,8.13
Australia,1990,7.1
Australia,1991,7.1
Australia,1992,6.9
Australia,1993,7.24
Australia,1994,7.68
Australia,1995,7.93
Australia,1996,8.35
Australia,1997,8.36
Australia,1998,8.19
Australia,1999,8.35
Australia,2000,9.1
Australia,2001,9.04
Australia,2002,9.43
Australia,2003,9.51
Australia,2004,10.31
Australia,2005,10.64
Australia,2006,10.21
Australia,2007,11.01
Australia,2008,10.62
Australia,2009,11.14
Australia,2010,10.92
Australia,2011,10.97
Australia,2012,10.65
Australia,2013,11.36
Australia,2014,10.84
Australia,2015,10.39
Australia,2016,9.86
Australia,2017,10.19
Australia,2018,10.2
Australia,2022,10.84
Australia,2023,9.97
Austria,2004,11.2
Austria,2005,11.04
Austria,2006,13.08
Austria,2007,11.25
Austria,2008,12.13
Austria,2009,11.25
Austria,2010,11.11
Austria,2011,11
Austria,2012,8.15
Austria,2013,8.82
Austria,2014,10.85
Austria,2015,9.94
Austria,2016,10.88
Austria,2022,13.09
Austria,2023,11.35
Azerbaijan,1995,15.81
Azerbaijan,2002,13.41
Azerbaijan,2003,12.82
Azerbaijan,2004,13.83
Azerbaijan,2022,13.58
Azerbaijan,2023,13.45
Bahamas,2022,17.87
Bahamas,2023,17.87
Bahrain,1995,21.88
Bahrain,2005,24.16
Bahrain,2015,25.97
Bahrain,2022,25.47
Bahrain,2023,25.19
Bangladesh,1983,11.71
Bangladesh,1985,13.28
Bangladesh,1988,14.13
Bangladesh,1991,12.32
Bangladesh,1995,16.88
Bangladesh,2000,16.18
Bangladesh,2005,16.62
Bangladesh,2010,16.38
Bangladesh,2016,16.41
Bangladesh,2022,16.53
Bangladesh,2023,16.01
Barbados,1980,23.75
Barbados,1981,23.64
Barbados,1982,23.53
Barbados,1983,23.42
Barbados,1984,23.31
Barbados,1985,23.19
Barbados,1986,23.07
Barbados,1987,22.95
Barbados,1988,22.83
Barbados,1989,22.71
Barbados,1990,22.58
Barbados,1991,22.57
Barbados,1992,22.55
Barbados,1993,22.54
Barbados,1994,22.53
Barbados,1995,22.52
Barbados,1996,22.51
Barbados,1997,22.5
Barbados,1998,22.49
Barbados,1999,22.48
Barbados,2000,22.47
Barbados,2001,22.31
Barbados,2002,22.16
Barbados,2003,22.02
Barbados,2004,21.89
Barbados,2005,21.76
Barbados,2006,21.64
Barbados,2007,21.53
Barbados,2008,21.42
Barbados,2009,21.31
Barbados,2010,21.21
Barbados,2011,21.2
Barbados,2012,21.2
Barbados,2013,21.2
Barbados,2014,21.2
Barbados,2015,21.19
Barbados,2016,21.19
Barbados,2017,21.19
Barbados,2018,21.18
Barbados,2019,21.18
Barbados,2020,21.2
Barbados,2021,21.2
Barbados,2022,21.2
Barbados,2023,21.2
Belarus,1993,8.25
Belarus,1995,12.12
Belarus,1999,11.77
Belarus,2000,12.17
Belarus,2001,11.61
Belarus,2002,11.72
Belarus,2003,10.34
Belarus,2004,9.68
Belarus,2005,9.75
Belarus,2006,9.94
Belarus,2007,11.8
Belarus,2008,11.53
Belarus,2009,11.13
Belarus,2010,9.69
Belarus,2011,12.14
Belarus,2012,11.33
Belarus,2013,10.03
Belarus,2014,10.35
Belarus,2015,8.71
Belarus,2016,9.2
Belarus,2017,9.86
Belarus,2018,9.58
Belarus,2022,9.26
Belarus,2023,9.25
Belgium,1985,7.53
Belgium,1988,9.05
Belgium,1991,7.88
Belgium,1992,7.61
Belgium,1993,7.58
Belgium,1994,8.23
Belgium,1995,8.1
Belgium,1996,8.39
Belgium,1997,8.27
Belgium,1998,8.14
Belgium,1999,8.18
Belgium,2000,8.23
Belgium,2001,7.99
Belgium,2002,7.67
Belgium,2003,7.68
Belgium,2004,8.61
Belgium,2005,8.44
Belgium,2006,8.64
Belgium,2007,9.42
Belgium,2008,8.43
Belgium,2009,7.44
Belgium,2010,7.6
Belgium,2011,7.9
Belgium,2012,8.24
Belgium,2013,8.21
Belgium,2014,8.39
Belgium,2015,8.5
Belgium,2016,8.69
Belgium,2017,8.5
Belgium,2022,8.4
Belgium,2023,8.45
Belize,2022,17.87
Belize,2023,17.87
Benin,2003,15.99
Benin,2011,15.15
Benin,2015,17.5
Benin,2022,12.64
Benin,2023,12.64
Bermuda,1980,8.81
Bermuda,1981,8.95
Bermuda,1982,9.1
Bermuda,1983,9.25
Bermuda,1984,9.4
Bermuda,1985,9.55
Bermuda,1986,9.71
Bermuda,1987,9.87
Bermuda,1988,10.03
Bermuda,1989,10.2
Bermuda,1990,10.37
Bermuda,1991,10.65
Bermuda,1992,10.91
Bermuda,1993,11.17
Bermuda,1994,11.42
Bermuda,1995,11.66
Bermuda,1996,11.89
Bermuda,1997,12.12
Bermuda,1998,12.34
Bermuda,1999,12.55
Bermuda,2000,12.76
Bermuda,2001,13.14
Bermuda,2002,13.51
Bermuda,2003,13.88
Bermuda,2004,14.23
Bermuda,2005,14.58
Bermuda,2006,14.92
Bermuda,2007,15.25
Bermuda,2008,15.57
Bermuda,2009,15.89
Bermuda,2010,16.2
Bermuda,2011,16.18
Bermuda,2012,16.16
Bermuda,2013,16.14
Bermuda,2014,16.12
Bermuda,2015,16.11
Bermuda,2016,16.09
Bermuda,2017,16.07
Bermuda,2018,16.06
Bermuda,2019,16.05
Bermuda,2020,16.03
Bermuda,2021,16.03
Bermuda,2022,16.03
Bermuda,2023,16.03
Bhutan,2003,17.93
Bhutan,2007,15.8
Bhutan,2012,18.69
Bhutan,2017,15.71
Bhutan,2022,13.93
Bhutan,2023,13.96
Bolivia,2022,17.87
Bolivia,2023,17.87
Bonaire Sint Eustatius and Saba,1980,23.75
Bonaire Sint Eustatius and Saba,1981,23.64
Bonaire Sint Eustatius and Saba,1982,23.53
Bonaire Sint Eustatius and Saba,1983,23.42
Bonaire Sint Eustatius and Saba,1984,23.31
Bonaire Sint Eustatius and Saba,1985,23.19
Bonaire Sint Eustatius and Saba,1986,23.07
Bonaire Sint Eustatius and Saba,1987,22.95
Bonaire Sint Eustatius and Saba,1988,22.83
Bonaire Sint Eustatius and Saba,1989,22.71
Bonaire Sint Eustatius and Saba,1990,22.58
Bonaire Sint Eustatius and Saba,1991,22.57
Bonaire Sint Eustatius and Saba,1992,22.55
Bonaire Sint Eustatius and Saba,1993,22.54
Bonaire Sint Eustatius and Saba,1994,22.53
Bonaire Sint Eustatius and Saba,1995,22.52
Bonaire Sint Eustatius and Saba,1996,22.51
Bonaire Sint Eustatius and Saba,1997,22.5
Bonaire Sint Eustatius and Saba,1998,22.49
Bonaire Sint Eustatius and Saba,1999,22.48
Bonaire Sint Eustatius and Saba,2000,22.47
Bonaire Sint Eustatius and Saba,2001,22.31
Bonaire Sint Eustatius and Saba,2002,22.16
Bonaire Sint Eustatius and Saba,2003,22.02
Bonaire Sint Eustatius and Saba,2004,21.89
Bonaire Sint Eustatius and Saba,2005,21.76
Bonaire Sint Eustatius and Saba,2006,21.64
Bonaire Sint Eustatius and Saba,2007,21.53
Bonaire Sint Eustatius and Saba,2008,21.42
Bonaire Sint Eustatius and Saba,2009,21.31
Bonaire Sint Eustatius and Saba,2010,21.21
Bonaire Sint Eustatius and Saba,2011,21.2
Bonaire Sint Eustatius and Saba,2012,21.2
Bonaire Sint Eustatius and Saba,2013,21.2
Bonaire Sint Eustatius and Saba,2014,21.2
Bonaire Sint Eustatius and Saba,2015,21.19
Bonaire Sint Eustatius and Saba,2016,21.19
Bonaire Sint Eustatius and Saba,2017,21.19
Bonaire Sint Eustatius and Saba,2018,21.18
Bonaire Sint Eustatius and Saba,2019,21.18
Bonaire Sint Eustatius and Saba,2020,21.2
Bonaire Sint Eustatius and Saba,2021,21.2
Bonaire Sint Eustatius and Saba,2022,21.2
Bonaire Sint Eustatius and Saba,2023,21.2
Bosnia and Herzegovina,1980,7.49
Bosnia and Herzegovina,1981,7.49
Bosnia and Herzegovina,1982,7.49
Bosnia and Herzegovina,1983,7.49
Bosnia and Herzegovina,1984,7.48
Bosnia and Herzegovina,1985,7.48
Bosnia and Herzegovina,1986,7.48
Bosnia and Herzegovina,1987,7.48
Bosnia and Herzegovina,1990,7.48
Bosnia and Herzegovina,2001,8.57
Bosnia and Herzegovina,2004,8.6
Bosnia and Herzegovina,2007,8.07
Bosnia and Herzegovina,2011,9.75
Bosnia and Herzegovina,2015,10
Bosnia and Herzegovina,2022,9.33
Bosnia and Herzegovina,2023,9.38
Botswana,1985,24.69
Botswana,1993,28.32
Botswana,2002,28.21
Botswana,2009,29.6
Botswana,2015,22.66
Botswana,2022,22.6
Botswana,2023,22.67
Brazil,2001,22.15
Brazil,2002,22.46
Brazil,2003,22.72
Brazil,2004,22.51
Brazil,2005,22.94
Brazil,2006,23.47
Brazil,2007,23.88
Brazil,2008,23.43
Brazil,2009,22.28
Brazil,2010,23.49
Brazil,2011,24.69
Brazil,2012,25.42
Brazil,2013,23.68
Brazil,2014,24.04
Brazil,2015,22.77
Brazil,2016,21.12
Brazil,2017,20.9
Brazil,2018,20.69
Brazil,2019,20.34
Brazil,2022,21.13
Brazil,2023,21.13
British Virgin Islands,1980,23.75
British Virgin Islands,1981,23.64
British Virgin Islands,1982,23.53
British Virgin Islands,1983,23.42
British Virgin Islands,1984,23.31
British Virgin Islands,1985,23.19
British Virgin Islands,1986,23.07
British Virgin Islands,1987,22.95
British Virgin Islands,1988,22.83
British Virgin Islands,1989,22.71
British Virgin Islands,1990,22.58
British Virgin Islands,1991,22.57
British Virgin Islands,1992,22.55
British Virgin Islands,1993,22.54
British Virgin Islands,1994,22.53
British Virgin Islands,1995,22.52
British Virgin Islands,1996,22.51
British Virgin Islands,1997,22.5
British Virgin Islands,1998,22.49
British Virgin Islands,1999,22.48
British Virgin Islands,2000,22.47
British Virgin Islands,2001,22.31
British Virgin Islands,2002,22.16
British Virgin Islands,2003,22.02
British Virgin Islands,2004,21.89
British Virgin Islands,2005,21.76
British Virgin Islands,2006,21.64
British Virgin Islands,2007,21.53
British Virgin Islands,2008,21.42
British Virgin Islands,2009,21.31
British Virgin Islands,2010,21.21
British Virgin Islands,2011,21.2
British Virgin Islands,2012,21.2
British Virgin Islands,2013,21.2
British Virgin Islands,2014,21.2
British Virgin Islands,2015,21.19
British Virgin Islands,2016,21.19
British Virgin Islands,2017,21.19
British Virgin Islands,2018,21.18
British Virgin Islands,2019,21.18
British Virgin Islands,2020,21.2
British Virgin Islands,2021,21.2
British Virgin Islands,2022,21.2
British Virgin Islands,2023,21.2
Brunei,2005,12.52
Brunei,2011,12.81
Brunei,2016,13.71
Brunei,2022,12.78
Brunei,2023,12.93
Bulgaria,1980,8.3
Bulgaria,1981,8.3
Bulgaria,1982,8.3
Bulgaria,1983,8.31
Bulgaria,1984,8.33
Bulgaria,1985,8.3
Bulgaria,1986,8.3
Bulgaria,1987,8.3
Bulgaria,1988,8.3
Bulgaria,1989,8.31
Bulgaria,1990,8.3
Bulgaria,1991,8.31
Bulgaria,1992,8.34
Bulgaria,1993,8.32
Bulgaria,1994,8.32
Bulgaria,1995,8.32
Bulgaria,1996,8.63
Bulgaria,1997,9.11
Bulgaria,1998,9.46
Bulgaria,1999,9.79
Bulgaria,2000,10.09
Bulgaria,2001,10.41
Bulgaria,2006,10.71
Bulgaria,2009,13.04
Bulgaria,2010,13.48
Bulgaria,2011,13.9
Bulgaria,2012,15.43
Bulgaria,2013,13.65
Bulgaria,2014,15.05
Bulgaria,2015,15.09
Bulgaria,2016,17.51
Bulgaria,2017,20.76
Bulgaria,2018,20.3
Bulgaria,2022,16.72
Bulgaria,2023,17.06
Burkina Faso,1994,21.05
Burkina Faso,1998,26.27
Burkina Faso,2003,22.04
Burkina Faso,2009,16.96
Burkina Faso,2014,14.29
Burkina Faso,2022,14.52
Burkina Faso,2023,14.52
Burundi,1992,17.44
Burundi,1998,17.36
Burundi,2006,12.62
Burundi,2013,14.55
Burundi,2022,14.28
Burundi,2023,14.28
Cambodia,2010,29.4
Cambodia,2011,20.11
Cambodia,2012,18.63
Cambodia,2013,20.73
Cambodia,2022,18.76
Cambodia,2023,19.04
Cameroon,1996,18.21
Cameroon,2001,18.92
Cameroon,2007,15.5
Cameroon,2014,15.73
Cameroon,2022,13.13
Cameroon,2023,13.13
Canada,1921,13.75
Canada,1922,11.31
Canada,1923,10.43
Canada,1924,10.54
Canada,1925,9.53
Canada,1926,10.11
Canada,1927,10.6
Canada,1928,11.12
Canada,1929,11.38
Canada,1930,11.79
Canada,1931,12.52
Canada,1932,13.64
Canada,1933,14.11
Canada,1934,14.11
Canada,1935,12.99
Canada,1936,12.99
Canada,1937,12.24
Canada,1938,14.27
Canada,1939,12.84
Canada,1940,11
Canada,1941,9.72
Canada,1942,8.1
Canada,1943,7.69
Canada,1944,7.15
Canada,1945,7.27
Canada,1946,7.71
Canada,1947,7.91
Canada,1948,7.45
Canada,1949,7.73
Canada,1950,7.85
Canada,1951,7.15
Canada,1952,7.07
Canada,1953,7.09
Canada,1954,7.49
Canada,1955,7.36
Canada,1956,6.93
Canada,1957,7.01
Canada,1958,7.16
Canada,1959,7.07
Canada,1960,7.15
Canada,1961,7.25
Canada,1962,6.87
Canada,1963,6.69
Canada,1964,6.88
Canada,1965,6.71
Canada,1966,6.48
Canada,1967,6.59
Canada,1968,6.6
Canada,1969,6.6
Canada,1970,6.62
Canada,1971,6.47
Canada,1972,6.47
Canada,1973,6.67
Canada,1974,6.67
Canada,1975,7.42
Canada,1976,6.85
Canada,1977,6.54
Canada,1978,6.7
Canada,1979,7.16
Canada,1980,7.63
Canada,1981,7.08
Canada,1982,7.02
Canada,1983,7.39
Canada,1984,7.75
Canada,1985,7.66
Canada,1986,7.82
Canada,1987,8.06
Canada,1988,8.91
Canada,1989,9.52
Canada,1990,9.31
Canada,1991,9.15
Canada,1992,9.25
Canada,1993,9.6
Canada,1994,9.63
Canada,1995,9.91
Canada,1996,10.44
Canada,1997,11.26
Canada,1998,11.46
Canada,1999,11.9
Canada,2000,12.8
Canada,2001,12.76
Canada,2002,13.12
Canada,2003,13.26
Canada,2004,13.63
Canada,2005,14.22
Canada,2006,14.38
Canada,2007,14.46
Canada,2008,13.68
Canada,2009,11.91
Canada,2010,12.58
Canada,2011,12.4
Canada,2012,11.79
Canada,2013,11.77
Canada,2014,11.66
Canada,2015,11.75
Canada,2016,10.44
Canada,2017,10.78
Canada,2018,10.67
Canada,2022,11.93
Canada,2023,11.91
Cape Verde,2001,23.19
Cape Verde,2007,19.04
Cape Verde,2015,13.77
Cape Verde,2022,13.77
Cape Verde,2023,13.77
Cayman Islands,1980,23.75
Cayman Islands,1981,23.64
Cayman Islands,1982,23.53
Cayman Islands,1983,23.42
Cayman Islands,1984,23.31
Cayman Islands,1985,23.19
